id;name_old_verbatim;name_old_clean;name_new;geo_long;geo_lat
780;Hôtel De Ville;Hôtel De Ville;place de l'Hôtel-de-Ville - Esplanade de la Libération;2.3513888888889;48.856666666667
781;Hôtel Sainte Anne;Hôtel Sainte-anne;rue Sainte-Anne;2.33599;48.8672
782;Brezel;Impasse Brezel;avenue de Clichy;2.321087;48.89006
783;De L' Allée D' Antin;Impasse De L' Allée D' Antin;impasse d'Antin;2.30907;48.8672
784;De La Pompe;Impasse De La Pompe;rue Bouchardon;2.35751;48.8702
785;Des Vosges;Place Des Vosges;place des Vosges;2.3655555555556;48.855555555556
786;Des Hospitalières;Impasse Des Hospitalières;rue Roger-Verlomme;2.36672;48.8567
787;Des Payonneaux;Impasse Des Payonneaux;;;
788;Du Maine;Impasse Du Maine;rue Antoine-Bourdelle;2.31821;48.8429
789;Saint Nicolas;Impasse Saint-nicolas;rue de Chaumont;2.37184;48.8812
790;Saint Sébastien;Impasse Saint-sébastien;impasse Saint-Sébastien;2.37093;48.8611
791;Sandrié;Impasse Sandrié;impasse Sandrié;2.32958;48.8717
792;Jardins Chaillot;Jardins-chaillot;;;
793;De Harlay;Rue De Harlay;rue des Arquebusiers;2.3666;48.8598
794;Amélie;Passage Amélie;;;
795;Basfour;Passage Basfour;passage Basfour;2.3516;48.8661
796;Brady;Passage Brady;passage Brady;2.3552777777778;48.871125
797;Cendrière;Passage Cendrière;;;
798;Choiseul;Passage Choiseul;rue des Petits-Champs;2.33635;48.8669
799;Colbert;Passage Colbert;rue Vivienne;2.33974;48.8684
800;Colbert;Passage Colbert;passage Colbert;2.33925;48.8666
801;D' Angoulème;Passage D' Angoulême;rue Édouard-Lockroy;2.37435;48.8661
802;D' Encre;Passage D' Encre;passage de l'Ancre;2.35248;48.8644
803;Dauphine;Passage Dauphine;passage Dauphine;2.33867;48.8549
804;De L' Industrie;Passage De L' Industrie;rue Gustave-Goublier;2.35588;48.8709
805;De La Madeleine;Passage De La Madeleine;passage de la Madeleine;2.32379;48.8709
806;De La Marmite;Passage De La Marmite;;;
807;De La Neuve Saint Denis;Passage De La Rue Neuve-saint-denis;rue Blondel;2.35304;48.8688
808;De La Trinité;Passage De La Trinité;passage de la Trinité;2.35124;48.8658
809;De Venise;Passage De Venise;;;
810;Des Beaux Arts;Passage Des Beaux-arts;rue des Beaux-Arts;2.33566;48.8564
811;Des Champs;Passage Des Champs;;;
812;Des Douze Maisons;Passage Des Douze-maisons;avenue Montaigne;2.306111;48.866667
813;Du Baromètre;Passage Du Baromètre;boulevard des Italiens;2.33699722;48.87141944
814;Du Bourg L' Abbé;Passage Du Bourg-l' Abbé;passage du Bourg-l'Abbé;2.35055556;48.86452778
815;Du Chant;Passage Du Chant;;;
816;Du Désir;Passage Du Désir;passage du Désir;2.35638;48.8734
817;Du Grand Cerf;Passage Du Grand-cerf;passage de l'Ancre;2.35248;48.8644
818;Et Rotonde Colbert;Passage Et Rotonde Colbert;rue Vivienne;2.33974;48.8684
819;Molière;Passage Molière;passage Molière;2.35152;48.8623
820;Sainte Avoie;Passage Sainte-avoie;passage Sainte-Avoie;2.35613;48.8606
821;Saul;Passage Saul;;;
822;Sauvage;Passage Sauvage;rue Clovis-Hugues;2.37405;48.8826
823;Verdeau;Passage Verdeau;passage Verdeau;2.342318;48.873532
824;Véro Dodat;Passage Véro-dodat;Galerie Véro-Dodat;2.340257;48.862718
825;Petit Cerreau;Petit-cerreau;;;
826;Petite De Reuilly;Petite Rue De Reuilly;rue Érard;2.3853;48.8458
827;Petite Du Bac;Petite Rue Du Bac;rue Dupin;2.32524;48.8498
828;Petite Saint Pierre;Petite Rue Saint-pierre;rue Saint-Sabin;2.36937;48.8579
829;Ter Petite Saint Pierrre Amelot;Petite-rue-saint-pierre-amelot;rue Saint-Sabin;2.36937;48.8579
830;Petite Saint Pierre Popincourt;Petite-rue-saint-pierre-popincourt;rue Saint-Sabin;2.36937;48.8579
833;Belhomme;Place Belhomme;boulevard Barbès;2.34944444;48.8875
834;Collégiale;Place Collégiale;boulevard Saint-Marcel;2.3565972;48.8382641
835;Dauphine;Place Dauphine;place Dauphine;2.3424277777778;48.856538888889
836;De L' Arsenal;Place De L' Arsenal;rue de l'Arsenal;2.36622;48.8508
837;De L' Ecole;Place De L' Ecole;place de l'école;2.34179;48.8592
838;De L' Oratoire;Place De L' Oratoire;rue de Rivoli;2.3536722222222;48.856916666667
839;Du Pont Louis Philippe;Rue Du Pont-louis-philippe;rue du Pont-Louis-Philippe;2.35583;48.8553
840;De La Bourse;Place De La Bourse;place de la Bourse;2.34139;48.8692
841;Des Ormes;Quai Des Ormes;quai des Célestins;2.36069;48.8523
842;De Laborde;Place De Laborde;place Henri-Bergson;2.3211;48.8761
843;Des Italiens;Place Des Italiens;place Boieldieu;2.33754;48.8708
844;Des Victoires;Place Des Victoires;place des Victoires;2.3411111111111;48.865833333333
845;Du Louvre;Place Du Louvre;place du Louvre;2.3405;48.86
846;Du Palais De Justice;Place Du Palais-de-justice;;;
847;Jessaint;Place Jessaint;place de la Chapelle;2.35942;48.8848
848;Maubert;Place Maubert;place Maubert;2.3488;48.8501
849;Royale;Place Royale;place des Vosges;2.3655555555556;48.855555555556
850;Saint Germain Des Prés;Place Saint-germain-des-prés;place Saint-Germain-des-Prés;2.33347;48.8542
851;Saint Nicolas;Place Saint-nicolas;rue de Turbigo;2.35493;48.8652
852;Saint Sulpice;Place Saint-sulpice;place Saint-Sulpice;2.3333333333333;48.850833333333
853;Saint Victor;Place Saint-victor;place Jussieu;2.35478;48.8461
854;Vendôme;Place Vendôme;Place Vendôme;2.3294444444444;48.8675
855;Poste;Poste;;;
856;Près Le Pont De La Concorde;Près Le Pont De La Concorde;Pont de la Concorde;2.31944;48.86333
857;De Conti;Quai De Conti;quai de Conti;2.338155;48.857102
858;De Jemmapes;Quai De Jemmapes;quai de Jemmapes;2.36369;48.8748
859;Aux Fleurs;Quai Aux Fleurs;quai aux Fleurs;2.35161;48.8542
860;Bourbon;Quai Bourbon;quai de Bourbon;2.35547;48.853
861;D' Anjou;Quai D' Anjou;quai d'Anjou;2.35878;48.8518
862;D' Austerlitz;Quai D' Austerlitz;quai d'Austerlitz;2.36947;48.8407
863;D' Orsay;Quai D' Orsay;quai d'Orsay;2.31;48.862777777778
864;Charlemagne;Rue Charlemagne;rue Charlemagne;2.35916667;48.85444444
865;De Gèvres;Quai De Gèvres;quai de Gesvres;2.3491;48.8566
866;De L' Horloge;Quai De L' Horloge;quai de l'Horloge;2.34428;48.8568
867;De La Grève;Quai De La Grève;quai de l'Hôtel de Ville;2.35428;48.8546
868;De La Rapée;Quai De La Rapée;quai de la Rapée;2.37082;48.8431
869;De La Tournelle;Quai De La Tournelle;quai de la Tournelle;2.35374;48.8503
870;De Valmy;Quai De Valmy;quai de Valmy;2.36303;48.8749
871;Des Augustins;Quai Des Augustins;quai des Grands-Augustins;2.34218;48.8548
872;Malas;Quai Malaquais;quai Malaquais;2.3352;48.8578
873;Napoléon;Quai Napoléon;quai aux Fleurs;2.35161;48.8542
874;Pelletier;Quai Pelletier;quai de Gesvres;2.3491;48.8566
875;Saint Michel;Quai Saint-michel;quai Saint-Michel;2.34561;48.8534
876;Voltaire;Quai Voltaire;quai Voltaire;2.33075;48.859
877;Quintaine;Quintaine;;;
878;Du Contrat Social;Rue Du Contrat-social;rue Berger;2.34605;48.8614
879;Route D' Orléans;Route D' Orléans;avenue de la Porte-d'Orléans;2.32547;48.8212
880;Route De Montreuil;Route De Montreuil;rue d'Avron;2.40179;48.8519
881;De Jessaint;Rue De Jessaint;rue de Jessaint;2.35613;48.885
882;De Montreuil;Rue De Montreuil;rue de Montreuil;2.38949;48.8505
883;Du Cloître Saint Benoît;Rue Du Cloître-saint-benoît;;;
885;Berthalet;Rue Berthalet;rue Berthollet;2.34572;48.8387
886;D' Anjou Dauphine;Rue D' Anjou-dauphine;rue de Nesle;2.3391666666667;48.855138888889
887;Bourdon;Rue Bourdon;;;
888;De Breteuil;Avenue De Breteuil;avenue de Breteuil;2.31178;48.84882
889;Casto;Rue Casto;;;
890;Champs Beausire;Rue Champs-beausire;;;
891;Constantine;Rue Constantine;rue Vercingétorix;2.31263;48.8336
892;D' Alibert;Rue D' Alibert;rue Alibert;2.36754;48.8716
893;D' Angoulème;Rue D' Angoulème;rue La Boétie;2.3123;48.8732
894;Mayet;Rue Mayet;rue Mayet;2.31901;48.8465
895;D' Erfurt;Rue D' Erfurt;;;
897;De Bercy;Rue De Bercy;rue de Bercy;2.37703;48.8417
898;De Cologne;Rue De Cologne;;;
899;De Duras;Rue De Duras;rue de Duras;2.31787;48.8709
900;De Harlay;Rue De Harlay;rue de Harlay;2.34307;48.8564
901;De L' Ert;Rue De L' Ert;;;
902;De L' Oratoire Du Louvre;Rue De L' Oratoire-du-louvre;rue de l'Oratoire;2.34026;48.8616
903;De L' Orme;Rue De L' Orme;rue Jacques-Coeur;2.36728;48.8524
904;De L' Oseille;Rue De L' Oseille;rue de Poitou;2.36292;48.8615
905;De L'hôtel De Ville;Rue De L'hôtel-de-ville;rue de l'Hôtel de Ville;2.35639;48.8542
906;De La Boule Blanche;Rue De La Boule-blanche;;;
907;De La Cité;Rue De La Cité;rue de la Cité;2.34771;48.8546
908;De La Coutellerie;Rue De La Coutellerie;rue de la Coutellerie;2.35054;48.8574
910;De La Fontaine;Rue De La Fontaine;;;
911;De La Fontaine;Rue De La Fontaine;rue Jean-de-La-Fontaine;2.2714444444444;48.850777777778
912;De La Fontaine Du Moulin;Rue De La Fontaine-du-moulin;;;
913;Des Poitevins;Rue Des Poitevins;rue des Poitevins;2.3426;48.8525
914;De La Nation;Rue De La Nation;rue de Sofia;2.34826;48.8848
915;De La Paix;Rue De La Paix;rue La Condamine;2.32182;48.8859
916;De La Poterie;Rue De La Poterie;;;
917;De La Révolte;Rue De La Révolte;;;
918;De La Savonnerie;Rue De La Savonnerie;rue de Rivoli;2.3536722222222;48.856916666667
919;De La Tannerie;Rue De La Tannerie;;;
921;De La Vannerie;Rue De La Vannerie;avenue Victoria;2.348417;48.8575314
922;Saint Hyacinthe Saint Michel;Rue Saint-hyacinthe-saint-michel;rue Malebranche;2.34233;48.8464
923;Christine;Rue Christine;rue Christine;2.33997;48.8545
924;De L'écluse;Rue De L'écluse;rue Lécluse;2.32555;48.8839
925;De Lerche;Rue De Lerche;;;
926;De Long Champs;Rue De Long-champs;rue de Longchamp;2.28221;48.8659
927;De Mantour;Rue De Mantour;rue de Courcelles;2.30103;48.8813
928;Des Maçons;Rue Des Maçons;rue Champollion;2.34264;48.8494
930;De Monceau;Rue De Monceau;rue de Monceau;2.31126;48.878
931;De Paris;Rue De Paris;rue de Bagnolet;2.40261;48.8594
932;De Paris;Rue De Paris;;;
933;De Paris;Rue De Paris;rue de Belleville;2.39379;48.8753
934;De Paris;Rue De Paris;avenue de la Porte-de-la-Chapelle;2.358692;48.899766
935;De Querlin;Rue De Querlin;;;
936;De Cluny;Rue De Cluny;rue Victor-Cousin;2.34227;48.8476
937;Du Montparnasse;Rue Du Montparnasse;rue du Montparnasse;2.32661;48.8433
939;De Sèvres;Rue De Sèvres;rue Lecourbe;2.29576;48.8405
940;De Valois Du Roule;Rue De Valois-du-roule;rue de Monceau;2.31126;48.878
941;De Vanvres;Rue De Vanvres;rue Raymond-Losserand;2.31417;48.8319
942;Delaitre;Rue Delaitre;rue Delaitre;2.38748;48.8673
943;Des Accacias;Rue Des Accacias;rue d'Orsel;2.34444444;48.88388889
944;Des Arts;Rue Des Arts;;;
945;Des Batailles;Rue Des Batailles;avenue d'Iéna;2.29569444;48.86833333
946;Des Bourguignons;Rue Des Bourguignons;boulevard de Port-Royal;2.3435641;48.8380011
947;Des Carrières;Rue Des Carrières;rue Ganneron;2.32785;48.888
948;Des Couronnes;Rue Des Couronnes;rue des Couronnes;2.38537;48.8703
949;Des Dames;Rue Des Dames;rue des Dames;2.3208;48.8836
950;D' Ulm;Rue D' Ulm;rue d'Ulm;2.34472;48.8436
951;Des Jardins Saint Paul;Rue Des Jardins-saint-paul;rue des Jardins-Saint-Paul;2.36058;48.8535
952;Des Marais;Rue Des Marais;;;
953;De La Montagne Sainte Geneviève;Rue De La Montagne-sainte-geneviève;rue de la Montagne-Sainte-Geneviève;2.34852;48.8475
954;Des Mécaniques;Rue Des Mécaniques;rue Saint-Denis;2.35;48.86416667
955;Des Mouliers;Rue Des Mouliers;;;
956;Des Orties;Rue Des Orties;;;
957;Chartière;Rue Chartière;;;
958;Des Petits Hôtels;Rue Des Petits-hôtels;rue des Petits-Hôtels;2.35333;48.8775
959;Du Val De Grâce;Rue Du Val-de-grâce;rue du Val-de-Grâce;2.3393;48.8413
960;Des Rigoles;Rue Des Rigoles;rue des Rigoles;2.39232;48.8726
961;Des Sardines;Rue Des Sardines;;;
962;Des Sareines;Rue Des Sareines;Rue Des Sardines (Unknown);;
964;Doudeauville;Rue Doudeauville;rue Doudeauville;2.35406;48.8885
965;Des Postes;Rue Des Postes;rue Lhomond;2.34598;48.8438
966;Du Bac D' Asnières;Rue Du Bac-d' Asnières;rue Léon-Cosnard;2.31259;48.8837
967;Du Bourg Tibourg;Rue Du Bourg-tibourg;rue du Bourg-Tibourg;2.35627;48.8575
968;Du Cadran;Rue Du Cadran;rue Léopold-Bellan;2.34588;48.8666
969;Du Chemin Vert;Rue Du Chemin-vert;rue du Chemin-Vert;2.37639;48.8596
970;Du Delta;Rue Du Delta;rue du Delta;2.34817;48.8824
971;Du Faubourg Poissonnière;Rue Du Faubourg Poissonnière;rue du Faubourg-Saint-Antoine;2.38155;48.8504
972;Carrefour De L' Observatoire;Carrefour De L' Observatoire;avenue de l'Observatoire;2.3367436;48.8402906
973;Du Panthéon;Place Du Panthéon;place du Panthéon;2.345077;48.846446
974;Du Foin;Rue Du Foin;rue du Foin;2.36519;48.8569
975;Du Four Saint Honoré;Rue Du Four-saint-honoré;rue Vauvilliers;2.3433;48.8617
977;Du Parc Royal;Rue Du Parc-royal;rue du Parc-Royal;2.36333;48.8585
978;Du Petit Musc;Rue Du Petit-musc;rue du Petit-Musc;2.36225;48.8517
979;Du Pont De La Réforme;Rue Du Pont-de-la-réforme;rue du Pont-Louis-Philippe;2.35583;48.8553
980;Du Rousseau;Rue Du Rousseau;rue du Ruisseau;2.34054;48.8942
981;Du Théâtre;Rue Du Théâtre;rue Vandamme;2.32294;48.8395
982;Du Vieux Chemin;Rue Du Vieux-chemin;rue Ravignan;2.33787;48.8855
983;Et Hôtel Des Trois Frères;Rue Et Hôtel Des Trois-frères;rue des Trois-Frères;2.34093;48.8848
984;Et Des Prouvaires;Rue Et Passage Des Prouvaires;rue des Prouvaires;2.34419;48.8616
985;Et De L' Ecole De Médecine;Rue Et Place De L' Ecole-de-médecine;rue de l'école de médecine;2.341;48.8509
986;Frutier;Rue Frutier;Vermutlich: Rue Feutrier;;
987;Gît Le Coeur;Rue Gît-le-coeur;rue Gît le Coeur;2.342695;48.853776
988;Grégoire De Tours;Rue Grégoire-de-tours;rue Grégoire-de-Tours;2.33787;48.8532
990;Léonie;Rue Léonie;rue des Trois-Frères;2.34093;48.8848
991;Marbeuf;Rue Marbeuf;rue Marbeuf;2.30343;48.8685
992;Martin;Rue Martin;rue Caillié;2.36468;48.8853
993;Mercière;Rue Mercière;Rue Mercier, Rue De Viarmes (Unknown);;
994;De Dunkerque;Rue De Dunkerque;rue de Dunkerque;2.35155;48.8807
995;Molay;Rue Molay;rue des Archives;2.3578;48.860865
996;Montesquieu;Rue Montesquieu;rue Montesquieu;2.33883;48.8631
997;Myrrha;Rue Myrrha;rue Myrha;2.35226;48.8869
998;Neuve De L' Eglise;Rue Neuve-de-l' Eglise;rue Jean-Bologne;2.2801;48.8571
1000;Neuve Saint Paul;Rue Neuve-saint-paul;rue Charles-V;2.36284;48.8529
1001;Oblin;Rue Oblin;rue de Viarmes;2.34228;48.8628
1002;Paradis;Rue Paradis;;;
1003;Pavée;Rue Pavée;rue Pavée;2.36103;48.8565
1004;Pichat;Rue Pichat;rue Bichat;2.36638;48.8729
1006;Pinon;Rue Pinon;rue Rossini;2.33919;48.8731
1007;Des Francs Bourgeois;Rue Des Francs-bourgeois;rue des Francs-Bourgeois;2.3622166666667;48.8571
1008;Princesse;Rue Princesse;rue Princesse;2.33449;48.8523
1010;Richard Lenoir;Rue Richard-lenoir;rue Richard-Lenoir;2.38167;48.8557
1011;Rousselet Saint Germain;Rue Rousselet-saint-germain;rue Rousselet;2.31835;48.8489
1012;Saint Gilles Au Marais;Rue Saint-gilles-au-marais;rue Saint-Gilles;2.36606;48.8579
1014;Saint Hyacinthe Saint Honoré;Rue Saint-hyacinthe-saint-honoré;rue Saint-Hyacinthe;2.33172;48.866
1015;Saint Landry;Rue Saint-landry;Parvis Notre-Dame Place Jean-Paul II;2.34839;48.85351
1016;Saint Maré De La Bretonnerie;Rue Saint-maré-de-la-bretonnerie;;;
1017;Saint Nicaise;Rue Saint-nicaise;place du Carrousel;2.3327777777778;48.861944444444
1018;Saint Paxent;Rue Saint-paxent;rue Bailly;2.3563;48.8651
1020;Saint Pierre Amelot;Rue Saint-pierre, Amelot;rue Amelot;2.36795;48.8603
1022;Sainte Croix;Rue Sainte-croix;rue de Caumartin;2.32824444;48.87251944
1023;Sainte Marguerite;Rue Sainte-marguerite;rue Trousseau;2.37888;48.8518
1024;Sainte Marie Beaujon;Rue Sainte-marie-beaujon;avenue Hoche;2.300552;48.876091
1025;Salneuve;Rue Salneuve;rue Salneuve;2.3144444444444;48.885555555556
1026;Sedaine;Rue Sedaine;rue Sedaine;2.37565;48.8573
1027;Vieille Du Temple;Rue Vieille-du-temple;rue du Pont-Louis-Philippe;2.35583;48.8553
1028;Terrasse Vivienne;Terrasse Vivienne;;;
1029;Tour Du Temple;Tour-du-temple;Rue Delatour, Ab 1864 Rue Rampon (Unknown);;
1030;Valois Palais Royal;Valois-palais-royal;rue de Valois;2.33832;48.8642
1031;Valois Tuileries;Valois-tuileries;;;
