id,houseno,houseno_specification,geo_long,geo_lat,address_specification_verbatim,street_id,Adresse_Straße
117,46,,2.34215,48.86,,45,rue de l' Arbre Sec
118,10,,2.34215,48.86,,45,rue de l' Arbre Sec
119,16,,2.32419,48.873,,46,rue de l' Arcade
120,5,,2.32419,48.873,"[rue] Chauveau-Lagarde, 7,",46,rue de l' Arcade
121,56,,2.37043,48.87852,"à la Villette,,",37,boulevard de la Butte Chaumont
122,7,,2.32419,48.873,"rue Chauveau-Lagarde, 12,",46,rue de l' Arcade
123,61,,2.32419,48.873,,46,rue de l' Arcade
124,12,,2.33836,48.8682,,47,rue de l' Arcade Colbert
125,4,,2.34556,48.8579,,48,rue de l' Arche Pépin
126,15,,2.33608,48.8539,,49,rue de l' Echaudé Saint Germain
127,5,,2.33399,48.8635,,50,rue de l' Echelle
128,1,,2.33399,48.8635,,50,rue de l' Echelle
129,8,,2.33399,48.8635,,50,rue de l' Echelle
130,20,,2.35043,48.8715,,51,rue de l' Echiquier
131,4,,2.35043,48.8715,,51,rue de l' Echiquier
132,6,,2.35043,48.8715,,51,rue de l' Echiquier
133,13,,2.35043,48.8715,,51,rue de l' Echiquier
134,10,,2.35043,48.8715,,51,rue de l' Echiquier
135,42,,2.35043,48.8715,,51,rue de l' Echiquier
136,36,,2.35043,48.8715,,51,rue de l' Echiquier
137,6,,2.35111,48.8878,"in Montmartre,,",52,rue des Poissonniers
138,26,,2.35043,48.8715,,51,rue de l' Echiquier
139,39,,2.35043,48.8715,,51,rue de l' Echiquier
140,18,,2.35043,48.8715,,51,rue de l' Echiquier
141,30,,2.35043,48.8715,,51,rue de l' Echiquier
142,19,,2.35043,48.8715,,51,rue de l' Echiquier
143,4,,2.35043,48.8715,,51,rue de l' Echiquier
144,17,,2.35043,48.8715,,51,rue de l' Echiquier
145,22,,2.35043,48.8715,,51,rue de l' Echiquier
146,30,,2.35043,48.8715,,51,rue de l' Echiquier
147,20,,2.35043,48.8715,,51,rue de l' Echiquier
148,19,,2.35043,48.8715,,51,rue de l' Echiquier
149,15,,2.35043,48.8715,,51,rue de l' Echiquier
150,2,,2.341,48.8509,,53,rue de l' Ecole de Médecine
151,36,,2.341,48.8509,,53,rue de l' Ecole de Médecine
152,13,,2.341,48.8509,,53,rue de l' Ecole de Médecine
153,5,,2.341,48.8509,,53,rue de l' Ecole de Médecine
154,93,,2.341,48.8509,,53,rue de l' Ecole de Médecine
155,76,,2.341,48.8509,,53,rue de l' Ecole de Médecine
156,88,,2.341,48.8509,,53,rue de l' Ecole de Médecine
157,64,,2.341,48.8509,,53,rue de l' Ecole de Médecine
158,18,,2.32921,48.8495,,55,rue de l' Egoût Saint Germain
159,10,,2.36388889,48.86972222,,56,rue de l' Entrepôt
160,39,,2.36388889,48.86972222,,56,rue de l' Entrepôt
161,7,,2.34066,48.8527,,57,rue de l' Eperon
162,60,,2.343047,48.882586,"in Montmartre,,",125,boulevard de Rochechouart
163,7,,2.34901,48.851845,,59,rue de l' Hôtel Colbert
164,22,,2.34901,48.851845,,59,rue de l' Hôtel Colbert
165,10,,2.32582,48.8748,,60,rue de l' Isly
166,9,,2.32582,48.8748,,60,rue de l' Isly
167,3,,2.33869444,48.85086111,,61,rue de l' Odéon
168,56,,2.31713,48.8349,,62,rue de l' Ouest
169,10,,2.31713,48.8349,,62,rue de l' Ouest
170,38,,2.31713,48.8349,,62,rue de l' Ouest
171,3,,,,,63,Ferme
172,102,,2.32157,48.882215,"in Batignolles,,",64,boulevard des Batignolles Monceaux
173,44,,2.31713,48.8349,,62,rue de l' Ouest
174,18,,2.35916667,48.88416667,,65,Boulevard de la Chapelle Saint Denis
175,40,,2.35916667,48.88416667,"in La Chapelle,,",66,boulevard des Vertus
176,20,,2.31594,48.8609,,67,rue de l' Université
177,77,,2.31594,48.8609,,67,rue de l' Université
178,182,,2.31594,48.8609,,67,rue de l' Université
179,91,,2.31594,48.8609,,67,rue de l' Université
180,138,,2.31594,48.8609,"quai d'Orsay, 39,",67,rue de l' Université
181,121,,2.31594,48.8609,,67,rue de l' Université
182,91,,2.31594,48.8609,,67,rue de l' Université
183,91,,2.31594,48.8609,,67,rue de l' Université
184,126-128,,2.31594,48.8609,,67,rue de l' Université
185,16,,2.31594,48.8609,,67,rue de l' Université
186,16,,2.31594,48.8609,,67,rue de l' Université
187,82,,2.31594,48.8609,,67,rue de l' Université
188,82,,2.31594,48.8609,,67,rue de l' Université
189,64,,2.37043,48.87852,"à la Villette,,",37,boulevard de la Butte Chaumont
190,54,,2.31594,48.8609,,67,rue de l' Université
191,12,,2.38337,48.8862,"à la Villette,,",68,rue d' Allemagne
192,1,,2.34103,48.8681,,69,rue de la Banque
193,21,,2.34103,48.8681,,69,rue de la Banque
194,18,,2.34103,48.8681,,69,rue de la Banque
195,7,,2.32563,48.8848,"in Batignolles,,",7,rue d' Antin
196,17,,2.34103,48.8681,,69,rue de la Banque
197,21,,2.34103,48.8681,,69,rue de la Banque
198,14,,2.34103,48.8681,,69,rue de la Banque
199,16,,2.34103,48.8681,,69,rue de la Banque
200,14,,2.34103,48.8681,,69,rue de la Banque
201,"31, 33 u. 35",,2.3457725,48.8551865,"[rue du] Marché-Neuf, 50,",71,rue de la Barillerie
202,16,,2.3536722222222,48.856916666667,,72,rue de la Bibliothèque
203,16,,2.3536722222222,48.856916666667,,72,rue de la Bibliothèque
204,47,,2.31704,48.8766,,73,rue de la Bienfaisance
205,14,,2.3094,48.8613,,74,rue de la Boucherie des Invalides
206,3,,2.33963,48.86951,,75,rue de la Bourse
207,4,,2.33963,48.86951,,75,rue de la Bourse
208,9,,2.33963,48.86951,,75,rue de la Bourse
209,10,,2.33963,48.86951,,75,rue de la Bourse
210,48,,,,,76,rue de la Calandre
211,13,,2.36615,48.8519,,77,rue de la Cerisaie
212,19,,2.36615,48.8519,,77,rue de la Cerisaie
213,28,,,,"à l' Hôpital des Ménages,,",78,rue de la Chaise
214,22,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
215,6,,2.36618,48.8573,"impasse des Hospitalières, 2,,",80,rue de la Chaussée des Minimes
216,6,,2.36618,48.8573,,80,rue de la Chaussée des Minimes
217,10,,2.3475,48.8858,"in Montmartre,,",81,rue de la Chaussée Clignancourt
218,63,,2.3475,48.8858,"in Montmartre,,",81,rue de la Chaussée Clignancourt
219,14,,2.3475,48.8858,"in Montmartre,,",81,rue de la Chaussée Clignancourt
220,45 bis,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
221,1,,2.38174,48.8863,"à la Villette,,",83,rue de Marseille prolongée
222,19 bis,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
223,23,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
224,59,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
225,29,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
226,7,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
227,19 bis,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
228,33,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
229,43,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
230,8,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
231,18,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
232,68,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
233,13,,2.3535,48.8856,"in Chapelle,,",84,rue des Couronnes
234,22,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
235,37,,2.35261,48.8413,,85,rue de la Clef
236,23,,2.30906,48.8591,,86,rue de la Comète
237,10,,2.30906,48.8591,,86,rue de la Comète
238,6,,2.3488,48.8614,,87,rue de la Cossonnerie
239,12,,2.36156,48.8584,,88,rue de la Culture Sainte Catherine
240,20,,2.36156,48.8584,,88,rue de la Culture Sainte Catherine
241,48,,2.36156,48.8584,,88,rue de la Culture Sainte Catherine
242,14,,2.35916667,48.88416667,,65,Boulevard de la Chapelle Saint Denis
243,5,,2.36451,48.8692,,90,rue de la Douane
244,31,,2.37591,48.8829,"à la Villette,,",91,rue de Meaux
245,19,,2.32612,48.8707,,92,rue de la Ferme des Mathurins
246,54,,2.32612,48.8707,,92,rue de la Ferme des Mathurins
247,8,,2.32612,48.8707,,92,rue de la Ferme des Mathurins
248,8,,2.38337,48.8862,"à la Villette,,",68,rue d' Allemagne
249,1 u. 3,,2.35625,48.8745,,93,rue de la Fidélité
250,,,,,,0,
251,32,,2.37095,48.8651,,94,rue de la Folie Méricourt
252,7,,2.37095,48.8651,,94,rue de la Folie Méricourt
253,12,,2.37095,48.8651,,94,rue de la Folie Méricourt
254,17,,2.37095,48.8651,,94,rue de la Folie Méricourt
255,38,,2.37095,48.8651,,94,rue de la Folie Méricourt
256,12,,2.37095,48.8651,,94,rue de la Folie Méricourt
257,40,,2.37095,48.8651,,94,rue de la Folie Méricourt
258,35,,2.37095,48.8651,,94,rue de la Folie Méricourt
259,22,,2.37419,48.8683,,95,rue de la Fontaine au Roi
260,47,,2.37419,48.8683,,95,rue de la Fontaine au Roi
261,42,,2.37419,48.8683,,95,rue de la Fontaine au Roi
262,47,,2.37419,48.8683,,95,rue de la Fontaine au Roi
263,26,,2.37419,48.8683,,95,rue de la Fontaine au Roi
264,44,,2.31713,48.8349,,62,rue de l' Ouest
265,23,,2.35906,48.8657,,96,rue de la Fontaine du Temple
266,11,,2.35906,48.8657,,96,rue de la Fontaine du Temple
267,5,,2.35906,48.8657,,96,rue de la Fontaine du Temple
268,29,,2.33638889,48.86527778,,98,rue de la Fontaine Molière
269,1,,,,,99,cité de l' Union
270,35,,2.33638889,48.86527778,,98,rue de la Fontaine Molière
271,41,,2.33638889,48.86527778,,98,rue de la Fontaine Molière
272,29,,2.33638889,48.86527778,,98,rue de la Fontaine Molière
273,15,,2.33638889,48.86527778,,98,rue de la Fontaine Molière
274,29,,2.33638889,48.86527778,,98,rue de la Fontaine Molière
275,43,,2.33404,48.8817,,100,rue de la Fontaine Saint Georges
276,15,,2.3475,48.8858,"in Montmartre,,",81,rue de la Chaussée Clignancourt
277,22,,2.33404,48.8817,,100,rue de la Fontaine Saint Georges
278,34,,2.292881,48.876211,,101,cité de l' Etoile
279,26,,2.33404,48.8817,,100,rue de la Fontaine Saint Georges
280,92,,,,,102,rue de la Gare
281,18,,2.33085,48.8423,,103,rue de la Grande Chaumière
282,48,,2.31713,48.8349,,62,rue de l' Ouest
283,16,,2.33085,48.8423,,103,rue de la Grande Chaumière
284,10,,2.34973,48.8626,,104,rue de la Grande Truanderie
285,38,,2.34973,48.8626,,104,rue de la Grande Truanderie
286,14,,2.34973,48.8626,,104,rue de la Grande Truanderie
287,15 u. 17,,2.36751,48.8754,,105,rue de la Grange aux Belles
288,26,,,,"in Batignolles,,",106,boulevard Blanche
289,14,,2.34169,48.8731,,107,rue de la Grange Batelière
290,,,,,,0,
291,12,,2.34169,48.8731,,107,rue de la Grange Batelière
292,7,,2.37464,48.8875,"à la Villette,,",108,rue de Rouen
293,11,,2.34169,48.8731,,107,rue de la Grange Batelière
294,3,,2.32482,48.884,"in Batignolles,,",109,rue du Boulevard
295,90,,2.3444444444444,48.852222222222,,110,rue de la Harpe
296,20,,2.3444444444444,48.852222222222,,110,rue de la Harpe
297,93,,2.3444444444444,48.852222222222,,110,rue de la Harpe
298,20,,2.3444444444444,48.852222222222,,110,rue de la Harpe
299,92,,2.3444444444444,48.852222222222,,110,rue de la Harpe
300,33,,2.3452777777778,48.853055555556,,111,rue de la Huchette
301,27,,2.3452777777778,48.853055555556,,111,rue de la Huchette
302,,,,,,0,
303,7,,2.3439,48.8657,,112,rue de la Jussienne
304,7,,2.3439,48.8657,,112,rue de la Jussienne
305,21,,2.3439,48.8657,,112,rue de la Jussienne
306,15,,2.3439,48.8657,,112,rue de la Jussienne
307,30,,2.3235,48.8728,,113,rue de la Madeleine
308,44,,2.31713,48.8349,,62,rue de l' Ouest
309,16,,2.3235,48.8728,,113,rue de la Madeleine
310,59,,2.3235,48.8728,,113,rue de la Madeleine
311,23,,2.3235,48.8728,,113,rue de la Madeleine
312,12,,2.33482,48.8704,,114,rue de La Michodière
313,23,,,,"à la Villette,,",23,rue Quintaine
314,1,,2.33482,48.8704,,114,rue de La Michodière
315,5,,2.34093,48.8848,,115,rue des Trois Frères
316,18,,2.34299,48.8593,,116,rue de la Monnaie
317,19,,2.34299,48.8593,,116,rue de la Monnaie
318,94,,2.343047,48.882586,"vor der barriere Poissonnière,,",117,boulevard des Poissonniers
319,6,,2.35111,48.8878,"in Montmartre,,",52,rue des Poissonniers
320,22 bis,,2.38541,48.8568,,118,rue de la Muette
321,19,,2.3311277777778,48.869130555556,"rue de la Madeleine, 45,",119,rue de la Paix
322,12,,2.3311277777778,48.869130555556,,119,rue de la Paix
323,10,,2.3311277777778,48.869130555556,,119,rue de la Paix
324,8,,2.3311277777778,48.869130555556,,119,rue de la Paix
325,9,,2.3311277777778,48.869130555556,,119,rue de la Paix
326,15,,2.3311277777778,48.869130555556,,119,rue de la Paix
327,10,,2.3311277777778,48.869130555556,,119,rue de la Paix
328,10,,2.3311277777778,48.869130555556,,119,rue de la Paix
329,12,,2.3311277777778,48.869130555556,,119,rue de la Paix
330,6,,2.3311277777778,48.869130555556,,119,rue de la Paix
331,2,,2.34493,48.8517,,120,rue de la Parchemmerie
332,43 bis,,2.32187,48.8751,,121,rue de la Pépinière
333,23,,2.32187,48.8751,,121,rue de la Pépinière
334,92,,2.32187,48.8751,,121,rue de la Pépinière
335,21,,2.32187,48.8751,,121,rue de la Pépinière
336,21,,2.32187,48.8751,,121,rue de la Pépinière
337,92,,2.32187,48.8751,,121,rue de la Pépinière
338,51,,2.32187,48.8751,,121,rue de la Pépinière
339,58,,2.32187,48.8751,,121,rue de la Pépinière
340,120,,2.32187,48.8751,,121,rue de la Pépinière
341,88,,2.32187,48.8751,,121,rue de la Pépinière
342,114,,2.32187,48.8751,,121,rue de la Pépinière
343,51,,2.32187,48.8751,,121,rue de la Pépinière
344,15,,2.32187,48.8751,,121,rue de la Pépinière
345,51,,2.32187,48.8751,,121,rue de la Pépinière
346,58,,2.32187,48.8751,,121,rue de la Pépinière
347,33,,2.32187,48.8751,,121,rue de la Pépinière
348,3,,2.36106,48.8598,,122,rue de la Perle
349,9,,2.35275,48.8599,,123,rue de la Poterie des Arcis
350,6,,2.35275,48.8599,,123,rue de la Poterie des Arcis
351,59,,2.37837,48.8569,,124,rue de la Roquette
352,112,,2.37837,48.8569,,124,rue de la Roquette
353,129,,2.37837,48.8569,,124,rue de la Roquette
354,162,,2.37837,48.8569,,124,rue de la Roquette
355,53,,2.37837,48.8569,,124,rue de la Roquette
356,32,,2.343047,48.882586,"vor der barriere Poissonnière,,",58,boulevard Rochechouart
357,36,,2.37837,48.8569,,124,rue de la Roquette
358,162,,2.37837,48.8569,,124,rue de la Roquette
359,92,,2.37837,48.8569,"passage Vaucanson, 4,,",124,rue de la Roquette
360,51,,2.37837,48.8569,,124,rue de la Roquette
361,75,,2.37837,48.8569,,124,rue de la Roquette
362,65,,2.34117,48.8324,,126,rue de la Santé
363,9,,2.35111,48.8878,"zum Grand-Balcon, in Montmartre,,",52,rue des Poissonniers
364,37,,2.37591,48.8829,"à la Villette,,",91,rue de Meaux
365,10,,2.33278,48.8667,,127,rue de La Sourdière
366,20,,,,,128,rue de la Tonnellerie
367,22,,,,,128,rue de la Tonnellerie
368,37,,,,,128,rue de la Tonnellerie
369,8,,,,,128,rue de la Tonnellerie
370,15,,,,,128,rue de la Tonnellerie
371,7,,2.34245,48.8794,,129,rue de la Tour d' Auvergne
372,20,,2.34245,48.8794,,129,rue de la Tour d' Auvergne
373,8,,2.3536,48.8577,,130,rue de la Verrerie
374,40,,2.3536,48.8577,,130,rue de la Verrerie
375,89,,2.3536,48.8577,,130,rue de la Verrerie
376,78,,2.3536,48.8577,"[rue] Saint-Martin, 70,",130,rue de la Verrerie
377,34,,2.3536,48.8577,,130,rue de la Verrerie
378,65,,2.3536,48.8577,,130,rue de la Verrerie
379,10,,2.3352111111111,48.875180555556,,131,rue de la Victoire
380,19,,,,,132,place de l' Estrade
381,38,,2.3352111111111,48.875180555556,,131,rue de la Victoire
382,19,,2.3352111111111,48.875180555556,,131,rue de la Victoire
383,84,,2.3352111111111,48.875180555556,,131,rue de la Victoire
384,14,,2.30762,48.8713,,133,rue de Ponthieu
385,19,,2.3327777777778,48.873888888889,,79,rue de la Chaussée d' Antin
386,16,,2.3352111111111,48.875180555556,,131,rue de la Victoire
387,66,,2.3352111111111,48.875180555556,,131,rue de la Victoire
388,108,,2.30786,48.86967,"Chaillot, 111,",2,avenue des Champs Elysées
389,41,,2.3352111111111,48.875180555556,,131,rue de la Victoire
390,54,,2.3352111111111,48.875180555556,,131,rue de la Victoire
391,34,,2.32612,48.8707,,92,rue de la Ferme des Mathurins
392,22,,,,,134,rue de la Vieille Monnaie
393,9,,2.3472222222222,48.8575,,135,rue de la Vieille Place aux Veaux
394,2 bis,,2.32088,48.8713,,136,rue de la Ville l' Evêque
395,40,,2.32088,48.8713,,136,rue de la Ville l' Evêque
396,40,,2.32088,48.8713,,136,rue de la Ville l' Evêque
397,12,,2.32088,48.8713,,136,rue de la Ville l' Evêque
398,54,,2.32088,48.8713,,136,rue de la Ville l' Evêque
399,42,,2.32088,48.8713,,136,rue de la Ville l' Evêque
400,47,,2.32088,48.8713,,136,rue de la Ville l' Evêque
401,26,,2.32088,48.8713,,136,rue de la Ville l' Evêque
402,23,,2.32088,48.8713,,136,rue de la Ville l' Evêque
403,123,,2.31782,48.8575,,138,rue de Grenelle Saint Germain
404,3,,2.33399,48.8635,,50,rue de l' Echelle
405,66,,2.34454,48.8579,,139,rue de la Mégisserie
406,10,,2.32818,48.8662,,140,rue de Castiglione
407,23,,2.32612,48.8707,,92,rue de la Ferme des Mathurins
408,68,,2.32128,48.8517,,141,rue de Babylone
409,45,,2.32128,48.8517,,141,rue de Babylone
410,25,,2.3311277777778,48.869130555556,,119,rue de la Paix
411,12,,2.32352,48.8468,,142,rue de Bagneux
412,11,,2.32906,48.88,,143,rue de Clichy
413,6,,2.33858,48.8661,"Palais-Royal,,",144,rue de Beaujolais
414,8,,2.32948,48.8582,,145,rue de Beaune
415,23,,2.32948,48.8582,,145,rue de Beaune
416,31,,2.32948,48.8582,,145,rue de Beaune
417,21,,2.36391,48.8532,,146,rue de Beautreillis
418,9,,2.36391,48.8532,,146,rue de Beautreillis
419,14,,2.32243,48.8578,,147,rue de Bellechasse
420,12,,2.32243,48.8578,,147,rue de Bellechasse
421,31,,2.32243,48.8578,,147,rue de Bellechasse
422,109,,2.37703,48.8417,,148,rue de Bercy Saint Antoine
423,45,,2.3173,48.8755,,149,rue de Laborde
424,33,,2.35025,48.8505,,150,rue de Bièvre
425,64,,2.35916667,48.86880556,,151,rue de Bondy
426,56,,2.35916667,48.86880556,,151,rue de Bondy
427,74,,2.35916667,48.86880556,,151,rue de Bondy
428,32,,2.35916667,48.86880556,,151,rue de Bondy
429,28,,2.35916667,48.86880556,,151,rue de Bondy
430,80,,2.35916667,48.86880556,,151,rue de Bondy
431,76,,2.35916667,48.86880556,,151,rue de Bondy
432,30,,2.35916667,48.86880556,,151,rue de Bondy
433,40,,2.35916667,48.86880556,"succursale: [rue de] Richelieu, 46 u. 49,succursale: [rue] Saint-Honoré, 222",151,rue de Bondy
434,9,,2.32991,48.8819,,152,rue de Boulogne
435,10,,2.32991,48.8819,,152,rue de Boulogne
436,23,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
437,23,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
438,14,,2.30762,48.8713,,133,rue de Ponthieu
439,14,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
440,5,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
441,53,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
442,5,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
443,24,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
444,45,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
445,15,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
446,9,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
447,24,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
448,14,,2.3230555555556,48.868055555556,,154,rue Royale Saint Honoré
449,20,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
450,35,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
451,59,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
452,11,,2.34718,48.8678,,153,rue de Bourbon Villeneuve
